Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S13390000035,07/16/2013,3762,Wine and Spirits Gallery,7690 HICKMAN RD,WINDSOR HEIGHTS,50322,"7690 HICKMAN RD
WINDSOR HEIGHTS 50322
(41.61467, -93.722451)",77,Polk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11293,Crown Royal Canadian Whisky,48,200,$4.70,$7.05,2,$14.10,0.40,0.11
S16314500003,12/17/2013,4256,Fareway Stores #912 / Sioux Center,115  1ST AVE NW,SIOUX CENTER,51250,"115 1ST AVE NW
SIOUX CENTER 51250
(43.077523, -96.176928)",84,Sioux,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75214,Kinky Blue,12,750,$10.00,$15.00,36,$540.00,27.00,7.13
S28456400012,10/14/2015,4163,Fareway Stores #461 / Storm Lake,731 SENECA ST,STORM LAKE,50588,"731 SENECA ST
STORM LAKE 50588
(42.64679, -95.196848)",11,Buena Vista,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.80,36,$388.80,63.00,16.64
S13077500004,07/02/2013,4657,Casey's General Store #2526 / Wellsb,308 N WASHINGTON,WELLSBURG,50680,"308 N WASHINGTON
WELLSBURG 50680
",38,Grundy,1081200,CREAM LIQUEURS,260,Diageo Americas,68034,Bailey's Original Irish Cream,12,375,$7.00,$10.49,12,$125.88,4.50,1.19
S24164900129,02/23/2015,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77,Polk,1012200,SCOTCH WHISKIES,370,Pernod Ricard USA/Austin Nichols,4716,Chivas Regal 12 Yr,12,750,$18.49,$27.74,4,$110.96,3.00,0.79
S16368900008,12/18/2013,3970,"The Liquor Cabinet, Inc.","835 6 ST, STE 1",NEVADA,50201,"835 6 ST, STE 1
NEVADA 50201
(42.018948, -93.452277)",85,Story,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,$7.17,$10.76,6,$64.56,10.50,2.77
S28222000013,10/01/2015,4269,Tipton Family Foods,610 CEDAR ST,TIPTON,52772,"610 CEDAR ST
TIPTON 52772
(41.771753, -91.128389)",16,Cedar,1062310,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,$11.55,$17.33,6,$103.98,10.50,2.77
S03587500044,01/16/2012,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.023145, -93.715664)",85,Story,1062310,SPICED RUM,259,Heaven Hill Brands,43025,Admiral Nelson Spiced Rum Traveler,12,750,$5.77,$8.66,12,$103.92,9.00,2.38
S24740000046,03/26/2015,3732,North Scott Foods,425 E LECLAIRE RD,ELDRIDGE,52748,"425 E LECLAIRE RD
ELDRIDGE 52748
(41.654695, -90.577312)",82,Scott,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57148,Chi-Chi's Margarita W/tequila,6,1750,$6.50,$9.75,6,$58.50,10.50,2.77
S24408700050,03/09/2015,2558,Hy-Vee Food Store / Mount Pleasant,1700 E WASHINGTON,MOUNT PLEASANT,52641,"1700 E WASHINGTON
MOUNT PLEASANT 52641
(40.961243, -91.525484)",44,Henry,1012100,CANADIAN WHISKIES,260,Diageo Americas,10807,Crown Royal Regal Apple,12,750,$15.00,$22.50,24,$540.00,18.00,4.76
S29131000011,11/17/2015,5126,Price Chopper  /  Merle Hay,4343 MERLE HAY RD,DES MOINES,50310,"4343 MERLE HAY RD
DES MOINES 50310
(41.637408, -93.697647)",77,Polk,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,31658,Paramount Gin,6,1750,$7.11,$10.67,6,$64.02,10.50,2.77
S27034400008,07/29/2015,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
",77,Polk,1031200,VODKA FLAVORED,260,Diageo Americas,77647,Smirnoff Citrus,12,750,$8.25,$12.38,12,$148.56,9.00,2.38
S24089000035,02/17/2015,4490,Casey's General Store #2766 / Cedar,380 33RD AVE SW,CEDAR RAPIDS,52404,"380 33RD AVE SW
CEDAR RAPIDS 52404
(41.944956, -91.672214)",57,Linn,1022100,TEQUILA,395,Proximo,87408,Jose Cuervo Especial Silver,12,750,$10.49,$15.74,4,$62.96,3.00,0.79
S16648200019,01/06/2014,3859,Wal-Mart 0750 / Independence,302 ENTERPRISE DR SW,INDEPENDENCE,50644,"302 ENTERPRISE DR SW
INDEPENDENCE 50644
(42.450709, -91.892924)",10,Buchanan,1031080,VODKA 80 PROOF,260,Diageo Americas,37996,Smirnoff Vodka 80 Prf,12,750,$8.25,$12.37,24,$296.88,18.00,4.76
S16790600028,01/13/2014,4221,Kwik Stop / Texas St,4335 TEXAS ST,WATERLOO,50702,"4335 TEXAS ST
WATERLOO 50702
(42.453056, -92.306999)",07,Black Hawk,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69940,Rumple Minze Peppermint Mini,12,500,$13.50,$20.25,1,$20.25,0.50,0.13
S19025700029,05/19/2014,4869,Lindsanator's,415 S HWY 52,GUTTENBERG,52052,"415 S HWY 52
GUTTENBERG 52052
(42.782585, -91.100479)",22,Clayton,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,$10.74,$16.49,2,$32.98,1.50,0.40
S03497500008,01/10/2012,3732,North Scott Foods,425 E LECLAIRE RD,ELDRIDGE,52748,"425 E LECLAIRE RD
ELDRIDGE 52748
(41.654695, -90.577312)",82,Scott,1041100,AMERICAN DRY GINS,297,Laird And Company,29998,Five O'clock Gin,6,1750,$7.06,$10.58,6,$63.48,10.50,2.77
S17806000076,03/10/2014,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77,Polk,1031080,VODKA 80 PROOF,55,Sazerac North America,35318,Barton Vodka,6,1750,$6.92,$10.38,6,$62.28,10.50,2.77
S23221500001,12/29/2014,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N LAKE ST,STORM LAKE,50588,"1250 N LAKE ST
STORM LAKE 50588
(42.653594, -95.200758)",11,Buena Vista,1012210,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",4356,Balvenie 12yr Doublewood Single Malt Scotch,12,750,$33.60,$50.40,2,$100.80,1.50,0.40
S12757000034,06/12/2013,2653,Hy-Vee Wine and Spirits / Washington,1004 W MADISON ST,WASHINGTON,52353,"1004 W MADISON ST
WASHINGTON 52353
(41.296576, -91.704551)",92,Washington,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65258,Jagermeister Liqueur,6,1750,$26.05,$39.08,2,$78.16,3.50,0.92
S21082800014,09/08/2014,4154,Fareway Stores #055 / Hiawatha,885 MILLER RD,HIAWATHA,52233,"885 MILLER RD
HIAWATHA 52233
(42.046291, -91.702218)",57,Linn,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52316,Christian Bros Brandy,12,750,$5.92,$8.88,2,$17.76,1.50,0.40
S18997500047,05/21/2014,4676,Sam's Mini Mart / Sioux City,711 GORDON DR,SIOUX CITY,51101,"711 GORDON DR
SIOUX CITY 51101
(42.489817, -96.401114)",97,Woodbury,1012200,SCOTCH WHISKIES,260,Diageo Americas,5345,Johnnie Walker Red,24,375,$8.00,$12.00,2,$24.00,0.75,0.20
S06478600059,07/09/2012,2550,Hy-Vee Food Store / Osceola,510 WEST MCLANE,OSCEOLA,50213,"510 WEST MCLANE
OSCEOLA 50213
(41.030575, -93.772951)",20,Clarke,1081400,TRIPLE SEC,434,Luxco-St Louis,86506,Paramount Triple Sec,12,750,$3.33,$4.99,2,$9.98,1.50,0.40
S23299800024,01/05/2015,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,"1005 E HICKMAN RD
WAUKEE 50263
(41.614909, -93.842181)",25,Dallas,1032080,IMPORTED VODKA,260,Diageo Americas,34856,Tanqueray Sterling Vodka,12,750,$7.00,$10.50,12,$126.00,9.00,2.38
S29159300058,11/18/2015,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,"2890 DEVILS GLEN ROAD
BETTENDORF 52722
(41.552406, -90.483701)",82,Scott,1012210,SINGLE MALT SCOTCH,322,Prestige Wine and Spirits Group,6316,Tomatin Single Malt,6,750,$17.80,$26.70,6,$160.20,4.50,1.19
S07218300056,08/21/2012,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)",70,Muscatine,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,375,Park Street Imports-Berentzen,64446,Berentzen Apple Liqueur,12,750,$10.12,$15.18,2,$30.36,1.50,0.40
S07532900097,09/04/2012,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15,Cass,1012200,SCOTCH WHISKIES,260,Diageo Americas,5290,J & B Rare Scotch,12,750,$12.24,$18.36,4,$73.44,3.00,0.79
S24201700024,02/24/2015,3621,"Jensen Liquors, Ltd.",615  2ND AVE,SHELDON,51201,"615 2ND AVE
SHELDON 51201
(43.18463, -95.854736)",71,O'Brien,1022100,TEQUILA,421,"Sazerac Co., Inc.",88767,Tortilla White Tequila,12,1000,$6.64,$9.96,12,$119.52,12.00,3.17
S17037100065,01/27/2014,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 COLLINS ROAD NE,CEDAR RAPIDS,52402,"279 COLLINS ROAD NE
CEDAR RAPIDS 52402
(42.027806, -91.630732)",57,Linn,1031200,VODKA FLAVORED,259,Heaven Hill Brands,41299,Burnett's Cherry Vodka,12,750,$4.84,$7.26,3,$21.78,2.25,0.59
S14509700018,09/11/2013,2566,Hy-Vee Food Store / Knoxville,813 N LINCOLN STE 1,KNOXVILLE,50138,"813 N LINCOLN STE 1
KNOXVILLE 50138
(41.325428, -93.109494)",63,Marion,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,$9.13,$13.70,6,$82.20,10.50,2.77
S24502700028,03/12/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77,Polk,1011100,BLENDED WHISKIES,260,Diageo Americas,67275,Yukon Jack Wicked Hot,12,750,$9.25,$13.88,1,$13.88,0.75,0.20
S10020500110,01/14/2013,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,"1914 8TH STREET
CORALVILLE 52241
(41.682013, -91.590715)",52,Johnson,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,125,"Cedar Ridge Vineyards,LLC",46112,Cedar Ridge Dark Rum,6,750,$17.50,$26.25,2,$52.50,1.50,0.40
S09303300020,12/05/2012,4411,KUM & GO #95 / DE SOTO,1203 GUTHRIE ST,DE SOTO,50069,"1203 GUTHRIE ST
DE SOTO 50069
(41.538177, -94.012641)",25,Dallas,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,$9.97,$14.96,1,$14.96,0.75,0.20
S10122300003,01/21/2013,4558,Kum & Go #226 / Sioux City,1373 PIERCE ST,SIOUX CITY,51105,"1373 PIERCE ST
SIOUX CITY 51105
(42.504732, -96.405013)",97,Woodbury,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,$7.13,$10.70,6,$64.20,10.50,2.77
S04225000073,02/22/2012,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,"512 E OSKALOOSA
PELLA 50219
(41.397023, -92.899722)",63,Marion,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52581,E & J Vsop Superior Reserve,24,375,$3.19,$4.79,6,$28.74,2.25,0.59
S04570700017,03/15/2012,2511,Hy-Vee / Drugtown #2 / Cedar Rapids,"1440 32ND STREET, N.E.",CEDAR RAPIDS,52402,"1440 32ND STREET, N.E.
CEDAR RAPIDS 52402
(42.010355, -91.657622)",57,Linn,1011100,BLENDED WHISKIES,65,Jim Beam Brands,25874,Sunny Brook Blend Whiskey,24,375,$2.14,$3.21,3,$9.63,1.12,0.30
S08670100005,10/31/2012,4018,Hometown Foods / Gladbrook,310 SECOND ST PO BOX 249,GLADBROOK,50635,"310 SECOND ST PO BOX 249
GLADBROOK 50635
(42.187653, -92.716422)",48,Iowa,1031080,VODKA 80 PROOF,297,Laird And Company,35926,Five O'clock PET Vodka,12,750,$3.31,$4.96,12,$59.52,9.00,2.38
S14942800018,10/03/2013,3670,Wal-Mart 2827 / Coralville,2801 COMMERCE DR,CORALVILLE,52241,"2801 COMMERCE DR
CORALVILLE 52241
(41.695806, -91.610774)",52,Johnson,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,$7.97,$11.95,12,$143.40,9.00,2.38
S05352500004,05/03/2012,4062,H and A Mini Mart Corp,145 UNIVERSITY AVE,DES MOINES,50314,"145 UNIVERSITY AVE
DES MOINES 50314
(41.600419, -93.61947)",77,Polk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,$9.70,$14.92,6,$89.52,10.50,2.77
S05571900033,05/16/2012,3783,Dyno's Wine and Spirits / Pocahontas,14 1/2 E ELM,POCAHONTAS,50574,"14 1/2 E ELM
POCAHONTAS 50574
(42.732604, -94.667708)",76,Pocahontas,1081380,MISCELLANEOUS SCHNAPPS,65,Jim Beam Brands,73516,Dekuyper Cactus Juice Schnapps,12,750,$6.30,$9.45,2,$18.90,1.50,0.40
S09497300002,12/17/2012,4276,Wj's Liquor,107 N MILL ST,LAKE MILLS,50450,"107 N MILL ST
LAKE MILLS 50450
(43.419668, -93.535032)",95,Winnebago,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,$11.30,$16.94,12,$203.28,12.00,3.17
S15034100009,10/09/2013,3855,Dyno's Wine and Spirits / Storm Lake,1201 1/2 LAKESHORE DR,STORM LAKE,50588,"1201 1/2 LAKESHORE DR
STORM LAKE 50588
(42.634808, -95.185569)",11,Buena Vista,1012100,CANADIAN WHISKIES,85,Brown-Forman Corporation,12476,Canadian Mist Whiskey Pet,12,750,$5.44,$8.15,6,$48.90,4.50,1.19
S12283100019,05/21/2013,4257,Broadway Liquor,821 BROADWAY,WATERLOO,50703,"821 BROADWAY
WATERLOO 50703
(42.513324, -92.34514)",07,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,$6.63,$9.94,2,$19.88,2.00,0.53
S17837800183,03/11/2014,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,"1324, 1st AVE E
NEWTON 50208
(41.699173, -93.035654)",50,Jasper,1081330,PEACH SCHNAPPS,65,Jim Beam Brands,82846,Dekuyper Luscious Peachtree Schnapps,12,750,$6.30,$9.45,4,$37.80,3.00,0.79
S12620200001,06/06/2013,4513,Casey's General Store #1144 / Polk C,1100 S 3RD ST,POLK CITY,50226,"1100 S 3RD ST
POLK CITY 50226
(41.763942, -93.717064)",77,Polk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11296,Crown Royal,12,750,$14.75,$22.13,12,$265.56,9.00,2.38
S20127100035,07/15/2014,3712,Monte Spirits,109 N 4TH ST,MONTEZUMA,50171,"109 N 4TH ST
MONTEZUMA 50171
(41.585429, -92.523692)",79,Poweshiek,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,$7.17,$10.76,12,$129.12,21.00,5.55
S17923900011,03/17/2014,3917,Smokin' Joe's #2 Tobacco and Liquor,1606 W LOCUST ST,DAVENPORT,52804,"1606 W LOCUST ST
DAVENPORT 52804
(41.538254, -90.599037)",82,Scott,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34425,Grey Goose Vodka,6,1750,$35.42,$53.13,1,$53.13,1.75,0.46
S07305200011,08/27/2012,4559,Osage Payless Foods,"633, CHASE ST",OSAGE,50461,"633, CHASE ST
OSAGE 50461
(43.285134, -92.811539)",66,Mitchell,1012100,CANADIAN WHISKIES,260,Diageo Americas,11296,Crown Royal,12,750,$14.25,$21.49,2,$42.98,1.50,0.40
S27476800052,08/24/2015,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,"509 E PLATT
MAQUOKETA 52060
(42.069219, -90.661269)",49,Jackson,1031200,VODKA FLAVORED,380,Phillips Beverage Company,40411,UV Salty Watermelon,12,750,$6.50,$9.75,3,$29.25,2.25,0.59
S15756600004,11/18/2013,3859,Wal-Mart 0750 / Independence,302 ENTERPRISE DR SW,INDEPENDENCE,50644,"302 ENTERPRISE DR SW
INDEPENDENCE 50644
(42.450709, -91.892924)",10,Buchanan,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,20248,Old Crow,6,1750,$8.92,$13.38,12,$160.56,21.00,5.55
S15853900048,11/20/2013,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,"512 E OSKALOOSA
PELLA 50219
(41.397023, -92.899722)",63,Marion,1012200,SCOTCH WHISKIES,55,Sazerac North America,8828,Lauder's,6,1750,$10.68,$16.26,6,$97.56,10.50,2.77
S20931800005,08/28/2014,9002,Mississippi River Distillery,303 N CODY RD,LECLAIRE,52753,"303 N CODY RD
LECLAIRE 52753
(41.599624, -90.343594)",82,Scott,1041100,AMERICAN DRY GINS,306,Mississippi River Distilling Co.,31990,River Rose Gin,6,750,$16.17,$24.26,30,$727.80,22.50,5.94
S17266300007,02/06/2014,4613,Sparky's One Stop / Carroll,402 E 6th ST,CARROLL,51401,"402 E 6th ST
CARROLL 51401
(42.064424, -94.862519)",14,Carroll,1011100,BLENDED WHISKIES,297,Laird And Company,23826,Five Star,12,750,$3.46,$5.19,12,$62.28,9.00,2.38
S21558100023,10/02/2014,2954,Dahl's / Ingersoll,3425 INGERSOLL,DES MOINES,50300,"3425 INGERSOLL
DES MOINES 50300
(41.58631, -93.662807)",77,Polk,1011200,STRAIGHT BOURBON WHISKIES,260,Diageo Americas,17086,Bulleit Bourbon,12,750,$16.50,$24.75,12,$297.00,9.00,2.38
S17415800016,02/17/2014,4051,Fareway Stores #639 / Maquoketa,110 WESTGATE DR,MAQUOKETA,52060,"110 WESTGATE DR
MAQUOKETA 52060
(42.068772, -90.680631)",49,Jackson,1012200,SCOTCH WHISKIES,55,Sazerac North America,8828,Lauder's,6,1750,$10.68,$16.26,6,$97.56,10.50,2.77
S15619300002,11/13/2013,3524,Sam's Club 6568 / Ames,305 AIRPORT RD,AMES,50010,"305 AIRPORT RD
AMES 50010
(42.001123, -93.61365)",85,Story,1031080,VODKA 80 PROOF,301,Fifth Generation Inc.,38176,Titos Vodka,12,750,$9.65,$14.48,60,$868.80,45.00,11.89
S22118700031,11/05/2014,3447,Sam's Club 6432 / Sioux City,4201 S. YORK ST.,SIOUX CITY,51106,"4201 S. YORK ST.
SIOUX CITY 51106
(42.433711, -96.370146)",97,Woodbury,1071100,AMERICAN COCKTAILS,395,Proximo,58838,Jose Cuervo Authentic Lime Margarita,6,1750,$8.20,$12.30,12,$147.60,21.00,5.55
S29154600094,11/18/2015,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,BOONE,50036,"1111 8TH ST
BOONE 50036
(42.07402, -93.892932)",08,Boone,1081600,WHISKEY LIQUEUR,260,Diageo Americas,66206,Piehole Cherry Pie Mini,12,500,$4.90,$7.35,1,$7.35,0.50,0.13
S27705400023,09/03/2015,4140,Fareway Stores #900 / Euclid,100 EUCLID AVE,DES MOINES,50313,"100 EUCLID AVE
DES MOINES 50313
(41.627684, -93.618724)",77,Polk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,$29.72,$44.58,1,$44.58,3.00,0.79
S26596100168,07/06/2015,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,"3235 OAKLAND ROAD NE
CEDAR RAPIDS 52402
(42.010972, -91.658105)",57,Linn,1012200,SCOTCH WHISKIES,240,"WILLIAM GRANT AND SONS, INC.",5106,Grant's Blended Scotch,12,750,$10.50,$15.75,4,$63.00,3.00,0.79
S18341100019,04/09/2014,4308,Keystone Liquor and Wine / Coralvill,517  2ND ST STE 2,CORALVILLE,52241,"517 2ND ST STE 2
CORALVILLE 52241
(41.671398, -91.573591)",52,Johnson,1042100,IMPORTED DRY GINS,260,Diageo Americas,28865,Tanqueray Gin,24,375,$7.00,$10.49,4,$41.96,1.50,0.40
S27773500093,09/08/2015,2565,Hy-Vee Food Store / Spencer,819 N GRAND AVE,SPENCER,51301,"819 N GRAND AVE
SPENCER 51301
(43.145897, -95.14506)",21,Clay,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,15244,Windsor Canadian Supreme Whisky,24,375,$2.90,$4.35,4,$17.40,1.50,0.40
S22501900005,11/20/2014,4530,Casey's General Store #2566 / Ely,1495 STATE ST,ELY,52227,"1495 STATE ST
ELY 52227
(41.872653, -91.587154)",57,Linn,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64865,Fireball Cinnamon Whiskey PET,12,750,$8.67,$13.01,12,$156.12,9.00,2.38
S12120700023,05/09/2013,4482,Indy 66 West #929 / Indianola,"2001, WEST 2ND AVE",INDIANOLA,50125,"2001, WEST 2ND AVE
INDIANOLA 50125
(41.356153, -93.587628)",91,Warren,1041200,AMERICAN SLOE GINS,434,Luxco-St Louis,33716,Paramount Sloe Gin,12,750,$4.00,$6.00,3,$18.00,2.25,0.59
S25799400021,05/22/2015,2514,Hy-Vee Drugstore / Marion,2790 7TH AVENUE,MARION,50129,"2790 7TH AVENUE
MARION 50129
(42.03324, -91.582452)",57,Linn,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42712,Malibu Coconut Rum Mini,12,500,$4.95,$7.43,1,$7.43,0.50,0.13
S25986500002,06/03/2015,4723,Walgreens #10557 / Cedar Falls,2509 WHITETAIL DR,CEDAR FALLS,50613,"2509 WHITETAIL DR
CEDAR FALLS 50613
(42.540446, -92.476285)",07,Black Hawk,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36305,Hawkeye Vodka,12,750,$3.34,$5.01,36,$180.36,27.00,7.13
S03823000027,01/31/2012,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29,Des Moines,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57120,Chi-Chi's Long Island Iced Tea,6,1750,$5.99,$9.24,6,$55.44,10.50,2.77
S11087000008,03/13/2013,2596,Hy-Vee / Regal Liquors and Video,2453 NORTH COURT,OTTUMWA,52501,"2453 NORTH COURT
OTTUMWA 52501
",90,Wapello,1062310,SPICED RUM,259,Heaven Hill Brands,43025,Admiral Nelson Spiced Rum Traveler,12,750,$5.77,$8.66,12,$103.92,9.00,2.38
S14453800009,09/10/2013,4378,Kum & Go #202 / 4th St Waukee,85  4TH ST,WAUKEE,50263,"85 4TH ST
WAUKEE 50263
(41.613918, -93.882532)",25,Dallas,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81206,Paramount Peppermint Schnapps,12,750,$3.70,$5.55,12,$66.60,9.00,2.38
S17001800097,01/23/2014,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52,Johnson,1031080,VODKA 80 PROOF,205,E AND J GALLO WINERY,36969,New Amsterdam Vodka,12,750,$6.90,$10.35,24,$248.40,18.00,4.76
S18436000017,04/16/2014,4674,Kum & Go #227 / Ames,2108 ISSAC NEWTON DR,AMES,50010,"2108 ISSAC NEWTON DR
AMES 50010
(42.009586, -93.585947)",85,Story,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19064,Jim Beam,24,375,$4.76,$7.14,12,$85.68,4.50,1.19
S23557200023,01/20/2015,5080,C's Liquor Store,719 2ND AVE W,SPENCER,51301,"719 2ND AVE W
SPENCER 51301
(43.145197, -95.14774)",21,Clay,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,$4.92,$7.38,12,$88.56,12.00,3.17
S13483200095,07/22/2013,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,"407 W HURON
MISSOURI VALLEY 51555
(41.557404, -95.899334)",43,Harrison,1062310,SPICED RUM,259,Heaven Hill Brands,43027,Admiral Nelson Spiced Rum,12,1000,$7.27,$10.91,5,$54.55,5.00,1.32
S06966400004,08/07/2012,4012,Fast Mart,1401 BUCHANAN ST,DES MOINES,50316,"1401 BUCHANAN ST
DES MOINES 50316
(41.598779, -93.599363)",77,Polk,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53213,Paul Masson Grande Amber Brandy,24,200,$1.77,$2.66,24,$63.84,4.80,1.27
S03408300190,01/03/2012,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82,Scott,1042100,IMPORTED DRY GINS,370,Pernod Ricard USA/Austin Nichols,28086,Beefeater Gin,12,750,$10.39,$15.59,2,$31.18,1.50,0.40
S05017500016,04/12/2012,2958,Dahl's / E 33rd,3400 E 33 ST,DES MOINES,50317,"3400 E 33 ST
DES MOINES 50317
(41.626162, -93.551522)",77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43036,Bacardi Gold Rum,12,750,$7.53,$11.30,12,$135.60,9.00,2.38
S03866100062,02/01/2012,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,"4815 MAPLE DRIVE
PLEASANT HILL 50317
",77,Polk,1011500,STRAIGHT RYE WHISKIES,65,Jim Beam Brands,27056,Jim Beam Rye,12,750,$10.49,$15.74,2,$31.48,1.50,0.40
S04267500013,02/27/2012,2132,Spirits and Such,100 E ELM,WEST UNION,52175,"100 E ELM
WEST UNION 52175
(42.96126, -91.808119)",33,Fayette,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,$7.36,$11.04,6,$66.24,10.50,2.77
S21147400058,09/10/2014,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,"2351 W LOCUST
DAVENPORT 52804
(41.538207, -90.611972)",82,Scott,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,$11.75,$17.63,12,$211.56,12.00,3.17
